RASGOS,COMENTARIOS
AUTORITARISMO,"Lo haré porque lo digo, punto, y no discutas conmigo, bastardo."
AUTORITARISMO,Las prostitutas también tienen derechos... No creo que sea una imposición regular sobre este comercio.
AUTORITARISMO,Las mujeres tienen todo el derecho a ser madres de cualquier manera posible.. pero también el niño tiene el derecho de tener una familia.
AUTORITARISMO,"La vida no es rosa, te enseñaré a ser fuerte también."
AUTORITARISMO,"La regularización de la prostitución tiene dos lados, así como una moneda, por un lado promueve ofertas de trabajo para aquellos que lo desean y por el otro alienta la no indagación de las razones por las que están comprometidos en este trabajo. No todos los que trabajan en este campo son voluntarios."
AUTORITARISMO,La regulación de la esclavitud sería más prioritaria
AUTORITARISMO,La regulación de la esclavitud es fundamental.
AUTORITARISMO,"La prostitución no es un trabajo decente, debe ser regulado de una manera muy rígida"
AUTORITARISMO,"La prostitución es una realidad social en todo el mundo, y como tal debe ser regulada... lo que no es correcto es que los menores realicen esta profesión..."
AUTORITARISMO,"La prostitución es un trabajo, y como tal debe ser regulada por leyes que protegen a sus trabajadores."
AUTORITARISMO,La prostitución debe ser regulada.
AUTORITARISMO,"He organizado tu vida, pero sigues criticando mis decisiones."
AUTORITARISMO,"Estoy interesado en un pueblo obediente, no quiero que piensen"
AUTORITARISMO,Es porque lo digo y eso es todo.
AUTORITARISMO,"El ojo por el ojo, el diente por el diente!!, tienes que poner la mano dura.."
AUTORITARISMO,"Creo que es mejor poner una mano dura desde el principio, si usted no consigue en su cabeza."
AUTORITARISMO,Creo firmemente que el régimen es primero y siempre estará por encima de los derechos o las vidas de las personas
AUTORITARISMO,"Bueno, si pueden y quieren tienen el derecho de cumplir su ilusión de ser madres de cualquier manera"
AUTORITARISMO,"debes cumplir los 18 años, para que quieras hacer lo que de la gana"
AUTORITARISMO,"cuando llegues a viejo me los vas a agradecer, sabrás porque fui tan exigente contigo"
AUTORITARISMO,"si te pido que me hagas caso, no es por querer controlarte, es porque te estoy cuidando"
AUTOSUFICIENCIA,"¿Quién tiene razón porque incluso si el dinero no trae felicidad, si trae paz y tranquilidad"
AUTOSUFICIENCIA,¡No te necesito en absoluto!
AUTOSUFICIENCIA,"¡No me importa, con o sin ti, puedo!"
AUTOSUFICIENCIA,¡¡El hombre debe pagar por la caballería!!
AUTOSUFICIENCIA,*Dios no tiene poder sobre mí*
AUTOSUFICIENCIA,# Viviendo mi vida a mi manera #
AUTOSUFICIENCIA,# Puedo hacerlo solo #
AUTOSUFICIENCIA,Yo no dependo de nadie en este mundo..
AUTOSUFICIENCIA,Vives mejor sin esperar nada de nadie.
AUTOSUFICIENCIA,"Vestir bien es importante reflejar una buena imagen, pero el amor propio es un tema diferente ya que nos está aceptando a nosotros mismos como somos sin tratar de seguir las modas para ser aceptadas por el resto."
AUTOSUFICIENCIA,Una persona con visión y autocontrol puede formar una excelente relación en el área del dinero y la felicidad.
AUTOSUFICIENCIA,"Un hombre no es necesario para tener un hogar estable, las familias son diversas y se puede formar con el único pecho y el niño"
AUTOSUFICIENCIA,"Traer un niño al mundo sin tener la estabilidad económica adecuada para mantener al bebé no es correcto, pero si usted tiene los medios necesarios, no es un crimen hacerlo."
AUTOSUFICIENCIA,"Todos somos pecadores, y masturbarnos no es malo."
AUTOSUFICIENCIA,"Todos somos imperfectos, la religión no salva a nadie de sus pecados."
AUTOSUFICIENCIA,"Todos somos dueños de nuestro destino, la religión no tiene nada que ver con él... además todos somos pecadores de acción o pensamiento."
AUTOSUFICIENCIA,Todos deben vestirse como quieren todos deben ser felices con lo que hacen independientemente de los comentarios de la otra gente todos viven su vida a su gusto
AUTOSUFICIENCIA,"Todo niño tiene derecho a una familia, pero sobre todo tiene derecho a ser amado. Y si esta mujer tiene la posibilidad y desea criar a ese bebé solo, es aceptable y válido. Ella cuidará de su hijo, en comparación con otras madres que no lo hacen."
AUTOSUFICIENCIA,"Todo es posible en esta vida, siempre y cuando todas las personas asuman la responsabilidad de nuestras acciones."
AUTOSUFICIENCIA,"Todo en esta vida tiene una solución, excepto la muerte."
AUTOSUFICIENCIA,"Tenemos que culpar por las cosas que nos suceden, no debemos buscar a otros responsables."
AUTOSUFICIENCIA,"Te dejo, amo a alguien más... y ese soy yo."
AUTOSUFICIENCIA,"Tarde o temprano tenemos que estar solos, tenemos que aprender a caminar sin nadie."
AUTOSUFICIENCIA,"Sufro a causa de mis problemas, no a causa de otros.. y menos a causa de mis enemigos.."
AUTOSUFICIENCIA,"Soy una mujer inteligente que no se reduce a competir con otro, estoy claro que donde hay calidad nunca habrá competencia"
AUTOSUFICIENCIA,"Soy un ateo, no creo en él.. Sólo en los actos mismos."
AUTOSUFICIENCIA,"Soy feliz, porque mi pulso no se sacude para sacar a la gente de mi vida."
AUTOSUFICIENCIA,sin duda cualquiera puede cumplir un deseo si él lo propone.. también tienes que ser consciente de dar vida y una familia a una criatura inocente
AUTOSUFICIENCIA,Siempre es lo contrario del mundo.
AUTOSUFICIENCIA,"Siempre consigo lo que quiero, como desde el lugar"
AUTOSUFICIENCIA,"Si yo quisiera, el mundo es desafiante y valiente... y eso es lo que más se necesita en este planeta!!"
AUTOSUFICIENCIA,"Si usted se siente capaz tanto económico, físico y emocional, usted está en todo su derecho a experimentar la alegría de ser una madre. Debemos eliminar el estereotipo de que una familia es un hombre y una mujer, ya que lo principal es dar amor y tener paciencia hacia el bebé"
AUTOSUFICIENCIA,yo aprendí a ser libre
AUTOSUFICIENCIA,"lo físico se va con el tiempo, pero ser edición limitada jamás"
AUTOSUFICIENCIA,mi carácter no es para débiles
AUTOSUFICIENCIA,estorbas mis objetivos
AUTOSUFICIENCIA,"nunca es tarde para cumplir nuestros objetivos, y vivr lavida que merecemos"
AUTOSUFICIENCIA,"cualquier cosa que suceda, yo siempre seguiré hacia adelante"
AUTOSUFICIENCIA,"sin contemplaciones, hay que avanzar firme y seguros para cumplir nuestros objetivos"
AUTOSUFICIENCIA,"tu dinero no me impresiona, yo genero eso y mucho más"
AUTOSUFICIENCIA,"yo soy una mujer trabajadora, no necesito de nadie"
AUTOSUFICIENCIA,"a mi nadie me regala nada, yo sola me las compro"
AUTOSUFICIENCIA,"yo no me rindo nunca, no soy como ustedes"
AUTOSUFICIENCIA,"mi desafío no es ser perfecto, es ser completo y único"
AUTOSUFICIENCIA,"no seas aburrido, es mejor ser luchon y fuerte"
AUTOSUFICIENCIA,"yo no tengo miedo, ni me quejo, incluso cuando me pasan cosas horribles.."
AUTOSUFICIENCIA,"yo si puedo sola, no te necesito"
AUTOSUFICIENCIA,"la masturbación, es solo auto amor"
AUTOSUFICIENCIA,"la soledad es, en ocasiones nuestro espacio de amor propio, lejos de la turbulencia"
AUTOSUFICIENCIA,mivoz es tan poderosa conmigo mismo
AUTOSUFICIENCIA,"nuestro único límite es nuestra propia mente, porque todo es posible"
AUTOSUFICIENCIA,"soy la misma mujer de antes, solo que ahora se muy bien lo que valgo, lo que quiero y lo que realmente merezco"
AUTOSUFICIENCIA,"prefiero mi libertad, a estar mal acompañada"
AUTOSUFICIENCIA,"no somos el sexo debil, somo el sexo fuerte, si nos proponemos, todo lo podemos lograr"
AUTOSUFICIENCIA,"fuerte y capaz, hay que grabarselo en la piel"
AUTOSUFICIENCIA,"a mi me sobra caminos por andar, yo voy con todo"
AUTOSUFICIENCIA,"aceptame tal y como soy, no pretendas cambiarme, sino prefiero avanzar sola"
AUTOSUFICIENCIA,"hay que enseñarles a los hijos a aprender a vivir, no siempre estaremos para ayudarlos"
AUTOSUFICIENCIA,"exigete mucho a ti mismo, y no esperes nada de nadie"
AUTOSUFICIENCIA,"hay que evitarse disgustos, asi que mejor no esperemos nada de nadie"
AUTOSUFICIENCIA,"lo mejor, es no depender de nadie"
AUTOSUFICIENCIA,"somos dueños de nuestro destino, y solo nosotros tenemos el poder de cambiarlo"
AUTOSUFICIENCIA,"esta generación son una bola de inútiles, deberían enseñarles a valerse por sí mismo"
AUTOSUFICIENCIA,"mi mejor poder, mi persistencia y perseverancia para lograr mis metas"
AUTOSUFICIENCIA,"trabajar duro vale la pena, nos da grandes satisfacciones"
AUTOSUFICIENCIA,"en la vida hay que saber valerse por si mismo, los padres no son eternos"
AUTOSUFICIENCIA,todo esfuerzo al final tiene su recompensa!
AUTOSUFICIENCIA,solo los valientes asumimos grandes retos… 
AUTOSUFICIENCIA,siempre hay que avanzar pase lo que pase..
AUTOSUFICIENCIA,"hay que hacerse cargo de nuestros propios errores, eso es parte de la vida"
AUTOSUFICIENCIA,menos palabras y mas hechos!
AUTOSUFICIENCIA,"una persona que no tiene propósitos en la vida, es como un barco sin timón"
AUTOSUFICIENCIA,"algunos dan pena, y tristeza, su ego está muy elevado"
AUTOSUFICIENCIA,"todo lo quieres hacer solo, y en realidad nada puedes hacer bien"
AUTOSUFICIENCIA,por quien aprendiste a sentirte tan seguro de ti misma????
AUTOSUFICIENCIA,"salud por las madres solteras, esas mujeres que avanzan solas con sus hijos"
AUTOSUFICIENCIA,"la felicidad no es estar a lado de alguien, se puede avanzar solos"
AUTOSUFICIENCIA,"solo es una autocrítica, no se lo tomen personal, pero no hay mérito en eso, si lo ayudaron a mil"
AUTOSUFICIENCIA,"cada persona es capaz de construir sus propios castillos, incluso en el aire"
AUTOSUFICIENCIA,el gusto me lo doy yo mismo
AUTOSUFICIENCIA,"puedes vivir sin mi, aprende a no depender de nadie"
AUTOSUFICIENCIA,"el dinero es importante para poder crecer y no solo economicamente, sino también como personas, y mejorar la calidad de vida"
AUTOSUFICIENCIA,"es verdad, el dinero nos ayuda a nuestro autocrecimiento, y también a darnos nuestros gustitos"
AUTOSUFICIENCIA,"no te creas lo que no eres, demuestralo y habla menos.. "
AUTOSUFICIENCIA,"insisto, no hay nada malo en la masturbación, es una forma de autoconocimiento para saber que si y que no"
AUTOSUFICIENCIA,"prefiero hablar de autocrecimiento y no de religiones, me parecen muy hipócritas"
AUTOSUFICIENCIA,"que decepcionante, mejor estoy sola"
AUTOSUFICIENCIA,"en vez de hablar de lo grandioso que son tus hijos, enseñales a ser autosuficientes e independientes, porque los estas criando bien inútiles"
AUTOSUFICIENCIA,"no crees que sea capaz, te lo voy a demostrar"
AUTOSUFICIENCIA,el tiempo me ha confirmado que he tomado una buena decision
AUTOSUFICIENCIA,"respeta mis decisiones, que yo no te pido nada a ti"
AUTOSUFICIENCIA,siempre he podido sola!!
AUTOSUFICIENCIA,cuando se tiene la madurez suficiente se puede enfrentar sola ese reto y sacar adelante a su hijo
AUTOSUFICIENCIA,yo si gano dinero de verdad
AUTOSUFICIENCIA,"todo esfuerzo tiene su recompensa, a trabajar mas y hablar menos"
AUTOSUFICIENCIA,"te extraño, pero prefiero avanzar sola"
AUTOSUFICIENCIA,"no he pedido tu ayuda, tampoco tu dinero, no puedes opinar"
AUTOSUFICIENCIA,"no es orgullo, es que yo si puedo sola"
AUTOSUFICIENCIA,"solo llegaste a joderme la vida, mil ves prefiero estar sola que contigo"
AUTOSUFICIENCIA,"en esos casos, la libertad por sobre todo, no quiero pedir permiso a nadie"
AUTOSUFICIENCIA,"para tener un hogar estable no se necesita de un hombre, hoy en dia las familias son diferentes, y bien pueden ser solo con la mama y el hijo"
AUTOSUFICIENCIA,"porque tendría que llamarlo, que lo haga el"
AUTOSUFICIENCIA,"no te creas mucho, que no tienes nada.. Además yo puedo avanzar sola.. Ni falta que haces."
AUTOSUFICIENCIA,"La familia no es una jerarquía y no tiene una estructura específica en sus miembros, si el individuo está en la capacidad de proteger y proporcionar lo que es necesario para el niño, es adecuado para la crianza."
AUTOSUFICIENCIA,"La familia es una parte fundamental de la crianza de un niño si hoy la mujer quiere hacerlo ya que está dispuesta y comprometida a formar un hogar y darle bienestar, los valores son la decisión de casi uno."
AUTOSUFICIENCIA,"La familia debe ser conceptualizada como la(s) persona(s) que puede(n) dar todo lo necesario al niño para desarrollarse en un buen ambiente, siempre y cuando la mujer pueda dar eso al niño no habría problema."
AUTOSUFICIENCIA,"La estructura familiar es un concepto amplio, no se puede juzgar criando a un bebé solo, pero usted debe pensar en promover la concepción sin afectar a otros por su deseo (padre del niño).Además de satisfacer las necesidades de su hijo en todos los niveles."
AUTOSUFICIENCIA,La distancia en silencio es lo mejor para uno mismo
AUTOSUFICIENCIA,La desilusión te hace abrir los ojos y cerrar el corazón
AUTOSUFICIENCIA,"Hoy en día tener una figura de padre y madre no es sinónimo de familia, hay muchos factores en juego y eso no significa que una mujer para cumplir su deseo de ser madre tiene que adaptarse a los estados sociales..."
AUTOSUFICIENCIA,"He creado mi propio sitio web.. Ya es activo, te invito a caminar y comprar alrededor"
AUTOSUFICIENCIA,Felices son los que se atreven valientemente a defender lo que aman.
AUTOSUFICIENCIA,"Estoy totalmente de acuerdo con la afirmación, en el mundo de hoy lo más importante es tener suficiente sustento económico para tener una vida regularmente digna, sin dinero la situación se vuelve sombría."
AUTOSUFICIENCIA,"Estoy tan feliz de haber confiado en mí mismo, y lo mejor que no necesitaba a nadie."
AUTOSUFICIENCIA,"Estoy de acuerdo, una mujer puede someterse a cualquier medio para ser una madre si es su deseo y usted tiene recursos económicos y fuerte estabilidad emocional"
AUTOSUFICIENCIA,Estamos en un mundo donde necesitamos dinero para tener una vida estable y tranquila así que es obvio que es mejor tener dinero pero debemos controlarnos y no dejar a un lado a los amigos y a las personas que nos hacen felices siendo cercanos
AUTOSUFICIENCIA,"Está claro que si tienen el deseo de ser madres están en su derecho pero debe ser con responsabilidad, que el niño tiene una calidad de vida decente y esto está vinculado con el derecho de una familia"
AUTOSUFICIENCIA,"Está claro que si tienen el deseo de ser madres están en su derecho pero debe ser con responsabilidad, que el bebé tiene una calidad de vida decente y esto está vinculado con el derecho de una familia"
AUTOSUFICIENCIA,"Es una pregunta muy personal, creo que no es algo que debe ser debatido. La gente decide cómo vivir, cómo criar y a quién hacerlo. Todavía es maravilloso ver cómo criar a los niños que necesitan una familia y tienen una vida digna."
AUTOSUFICIENCIA,"Es tu propia decisión, ya sea que tengas apoyo o no."
AUTOSUFICIENCIA,Es su elección porque son adultos.
AUTOSUFICIENCIA,"es sólo un pensamiento, una manera de decirlo, pero las mujeres son libres de hacer lo que quieran con su cuerpo y con su vida"
